Title,Readership,Commants,PostingTime
我发起了一个投票，【#上证指数#2021牛年第一个交易日,2013,6,2023/12/31
下午个股都拉西了，指数还在涨,371,0,2023/12/31
疫苗上市，绝对利好基本面，直接利好航空股。,364,0,2023/12/31
这两天是做市值行情，那么节后呢？,435,3,2023/12/31
下午没有外资，该流氓机构开始了！,409,2,2023/12/31
【午盘回顾】早盘指数冲高，但是因为量能不足，市场有,451,0,2023/12/31
我全卖了，哈哈,394,0,2023/12/31
看主力调不调皮了，能不能收在3456.78[大笑],519,4,2023/12/31
紧急提示：各分支机构加强所属营业部的交易活跃户管理,454,0,2023/12/31
被套牢了好，就不会再去剁手了[撇嘴][撇嘴][撇嘴],359,0,2023/12/31
指数红，个股惨,438,5,2023/12/31
周三指数开盘即强势拉升，宁德时代大涨带动创业板指走,385,0,2023/12/31
年底不诱多，各大主力、机构怎么买肉吃，[赞],642,7,2023/12/31
感谢高位接盘的同志们！！什么中金公司（76元）东方财,923,11,2023/12/31
磨刀，周21线融资干煤炭。洛钼4元给就干，原始仓不动,849,12,2023/12/31
2020年总算过去了。希望2021年......,430,2,2023/12/31
周五休市吗？？,358,1,2023/12/31
午盘预判：下跌趋势（相对于早盘）。理由：1、早盘涨,461,0,2023/12/31
回调之后节后再冲锋,504,0,2023/12/31
我的建议是、不知不觉茅台我的一手茅台都赚了47.74、,5394,60,2023/12/31
中欧谈判合作共赢，最大利好光伏和新能源，老大隆基在,484,0,2023/12/31
我发起了一个投票，【#上证指数#大盘下午冲击新高3465,1094,0,2023/12/31
2020最后一个交易日，基金算总账了。,398,0,2023/12/31
资金是按比例损失的，一万亿跟一万元按比例损失，变成,438,0,2023/12/31
非典过后，股票下跌3年。不可能有牛市,876,4,2023/12/31
早盘出局很明智！明年再战！,355,2,2023/12/31
百分之一百二十的跳水收绿,374,1,2023/12/31
现在的涨都是白涨，两会之后的涨可能有点用，不要自杀,355,0,2023/12/31
大盘果然冲高回落，按计划T回来（12.31午）,7456,23,2023/12/31
我发起了一个投票，【#上证指数#你觉得鸡狗在未来的行,694,0,2023/12/31
鼠年已过，牛市降临！！,377,0,2023/12/31
2021年尾巴翘得杠杠的，2022年牛市涨得红红的！,466,1,2023/12/31
大利好啊！,351,0,2023/12/31
上方的大锅盖只不过冒了点气.有大铁锤在大锅盖依然牢,371,0,2023/12/31
黄斌汉：2021年！将是A股历史中，最重大的改革转折窗,1182,0,2023/12/31
还是主力厉害,354,1,2023/12/31
今天操作已经完成，只卖没买，一成仓位下午要去旅行了,1437,10,2023/12/31
国药控股微信公众号显示，公司近日启动新冠疫苗物流配,373,0,2023/12/31
年前最后一波收割韭菜，好过年[大笑],435,0,2023/12/31
光涨指数不涨股票的行情能撑多久,432,0,2023/12/31
“感觉今年赚钱太难了，打工的降薪裁员，开店的更惨…,420,0,2023/12/31
大盘出现金叉啦！,513,1,2023/12/31
下午和明天是不是休市了？,405,1,2023/12/31
新高未破，即将板块震荡轮动，低位科技即将反弹,358,0,2023/12/31
Cao，我买的垃圾还绿,404,2,2023/12/31
今天只是个跳崖的预演！元旦后直线下跌！,408,1,2023/12/31
这年头只能炒炒龙头股，其他必赔,353,0,2023/12/31
这么冷的天，跳水不怕冻死！,360,0,2023/12/31
主力给你上车的机会了，快上车,416,0,2023/12/31
中信又砸盘了？,434,1,2023/12/31
注意迦南智能,396,0,2023/12/31
2020落袋为安，2021继续创。美好收官！,399,0,2023/12/31
韭菜又傻眼了吧，又得站岗啦,405,0,2023/12/31
我靠，神机说的大锅盖又特么显灵啦。,410,1,2023/12/31
这血抽的厉害，再多的资金进来也扛不动。今天大盘高点,461,0,2023/12/31
今日平盘收，明日有好果子吃[大笑],385,1,2023/12/31
香港下午放假提前收工了，下午我们继续拉不带他们[呲,392,0,2023/12/31
各种利好掩护机构调仓散户追高的全套牢，中国股市啊,451,0,2023/12/31
"2020年最后一割,当然会割得荡气回肠,气势辉宏",515,1,2023/12/31
这么牛的吗，3465点说卡住就卡住，早上券商那么猛，就,509,1,2023/12/31
坐稳了，下午外资不在，机构准备砸盘了,356,0,2023/12/31
2021年.牛年.牛来了.我来了,380,5,2023/12/31
今天是2020年的最后一天，也是今年股市交易的最后一天,418,0,2023/12/31
今日是出货的佳期,360,0,2023/12/31
3587点只是一层窗户纸一捅就破，让3587点作为新的起点,784,3,2023/12/31
听说人均赚了10万，为啥我亏了10万[为什么],521,4,2023/12/31
上证指数下午回落，元月份会大跌！,410,0,2023/12/31
牛市来了个股跌60%,384,1,2023/12/31
你可以跳了，我清仓了！目前还是亏5%的，落袋为安,352,1,2023/12/31
大盘震荡向上3455点了！所持股确集体亏损，好多票都是,583,2,2023/12/31
我发起了一个投票，【#上证指数#今年赚了十万了吗？】,1424,5,2023/12/31
小心假突破，真套路,466,4,2023/12/31
元旦过后第一天肯定开门红,361,0,2023/12/31
我发起了一个投票，【#上证指数#卧槽，是诱多还是真拉,958,1,2023/12/31
今日能扛住一个点，来年就是大行情！,429,0,2023/12/31
持仓过节还是持币过节？,747,4,2023/12/31
上车了加把油飙起来,408,1,2023/12/31
无耻的，要么普跌要么拉板块，就没赚过钱，感觉今天的,383,0,2023/12/31
有多少人这几个月赚了指数亏了大钱的，举个手[拳头],876,10,2023/12/31
我发起了一个投票，【#上证指数#中午会跳水吗？】，快,1437,6,2023/12/31
退潮咯,361,0,2023/12/31
证券股有行情，但不会像14年那样很短时间就涨完了，首,573,2,2023/12/31
晋控煤业和晋控电力是同一天改名的完成收购重组的公司,814,0,2023/12/31
指数涨个股没涨，这样有意思？然后指数跌，个股全部跌,386,3,2023/12/31
猜！！！！！！！！！！！！！！！！！！！！！！上证,402,1,2023/12/31
突破了结构牛市启动[色],371,0,2023/12/31
我怎么感觉下午20m天台已经搭好了呢,355,1,2023/12/31
卧槽， 上午券商追高了，感觉真要跳水，怎么整,934,5,2023/12/31
黑色星期五，下午跳水。大家看好，看我怎么跳水[大笑],417,3,2023/12/31
凡是金融带动的上涨，一定是卖点而不是买点！,482,1,2023/12/31
跨年能不能来个3456.78，芝麻开花节节高，牛年牛转干,551,0,2023/12/31
实践是检验真理的唯一标准,366,0,2023/12/31
过节前会给追高的韭菜一个惊喜,389,0,2023/12/31
没有量 下午定跳水,527,4,2023/12/31
2020被吸了一年的血，最后一天每人发一粒糖。[捂脸],564,3,2023/12/31
过年时跟朋友说千万不能买股票,365,0,2023/12/31
今天A股媒体又要大肆宣传。2020年指数共涨了820点。涨,479,2,2023/12/31
疫苗上市了，冷链物流要登上历史舞台了！冷链龙头冰轮,420,1,2023/12/31
这个缺口应该可以确定是上台阶了，下一个平台接着震荡,500,6,2023/12/31
节前10天买券商，节前最后一天卖券商，节后卖就迟了！,359,0,2023/12/31
券商陆续开板，准备诱空了，千万别下车啊，行情可持续,409,0,2023/12/31
12-31这指数，真要突破？持仓回顾根据《逍遥战法》筛,394,0,2023/12/31
看着指数如此疯狂，相信不少朋友是不是在骂娘呀！酒香,386,0,2023/12/31
我发起了一个投票，【#上证指数#今天能否站上3500点】,1184,4,2023/12/31
我发起了一个投票，【#上证指数#今天收盘创出今年来最,669,1,2023/12/31
开森[献花][献花][献花][献花][献花],397,0,2023/12/31
咋这么背，两天大盘涨百分之三怎还没挣钱，有一样的难,613,3,2023/12/31
都是戏精，就差两点，前高就这么难突破？,440,1,2023/12/31
讲点武德，跨年了，到3465门口了，笑着迎接――2021,465,0,2023/12/31
今天要上3500,387,2,2023/12/31
深圳现在8度，你们那多少度？[大笑][大笑][大笑],387,3,2023/12/31
暂时空仓了（12.31上午盘中）,4568,28,2023/12/31
大盘目前这个点别去追，当心短套，明白了吗,489,2,2023/12/31
明年是大牛市，老散户、次新散户、新散户谁接盘在最后,351,1,2023/12/31
个股都还涨不过大盘，什么玩意,385,0,2023/12/31
今天能涨一百点，有个用,355,0,2023/12/31
明天元旦，股市休不休息？大佬来解释一下,679,4,2023/12/31
就这个套路，下周开盘悬了,370,1,2023/12/31
早上给你希望，下午打到你绝望。这就是近几天的股票行,526,0,2023/12/31
看看个股涨了多少？都是券商保险金融拉指数,470,2,2023/12/31
辞旧迎新，给大家发个红包。高兴高兴，年后在割你们[,402,0,2023/12/31
下午跳水不？,511,5,2023/12/31
券商集体涨停潮，预示牛市启动啦！,494,4,2023/12/31
银行券商带头拉，个股虽然红但是不跟上攻趋势！大盘不,448,3,2023/12/31
猛拉证券，牛市来了吗？,500,3,2023/12/31
茅台大科技引领中国大盘，大盘涨了两年，大部分个股创,378,1,2023/12/31
大家别追，小心券商拉高做空,465,3,2023/12/31
目前来看，今天如果不跳水，周末发酵下，明年开门应该,646,5,2023/12/31
上证指数创新高了,358,1,2023/12/31
马上迎来5G的消费元年。买入联通，坚定持有,435,1,2023/12/31
我发起了一个投票，【#上证指数#高位双头顶背离后会跌,619,0,2023/12/31
拉金融大涨，掩护高位出货行情，小心！！,416,0,2023/12/31
这种行情都不冲，看样子真是废物了，耽误了别的板块。,393,0,2023/12/31
【新股申购】传智教育：申购代码003032，顶格申购需配,391,0,2023/12/31
拉大金融才是最没用的,375,2,2023/12/31
再用一点劲！,388,0,2023/12/31
A股牛市确认了，昨天看了大盘的趋势，发现今天必须把,444,1,2023/12/31
这斜率，不回落才怪。,369,0,2023/12/31
中原证券，郑州银行，河南、河南、河南！,372,0,2023/12/31
2020年最后一弹，纵观全年，指数很好看。上证指数从30,426,0,2023/12/31
纯指数行情指数在这个周期补涨不要追高哦,408,0,2023/12/31
银行要买郑州的，证券要买中原的，煤炭要买郑州的，玻,478,1,2023/12/31
今天必站在全年最高点之上。,470,2,2023/12/31
大涨不是买入时期这几天大盘很火爆啊，各种涨好像牛市,850,8,2023/12/31
这才是2021年该有的样子，向着3500大关前进！,353,0,2023/12/31
会玩！年前最后一天过前高[想一下],407,0,2023/12/31
主力坏得很,361,0,2023/12/31
收官之战，如此强势，金融股强力护盘，这节奏，大家是,645,0,2023/12/31
多单可以落袋为安了,779,11,2023/12/31
大盘涨疯了，我的股跌着。我是有多倒霉。,458,3,2023/12/31
我发起了一个投票，【#上证指数#大盘涨到何时？】，快,822,0,2023/12/31
明天又是一片哀嚎声,421,3,2023/12/31
往上干,369,0,2023/12/31
那些每天每次都来说大盘这么红我的股票全绿油油的我是,431,1,2023/12/31
跟还是不跟，不跟我继续拉升，总部都跟进了，好，出货,373,0,2023/12/31
冲锋号已经吹响，展现你技术的时候到了,395,0,2023/12/31
券商一拉死一半，银行一拉全完蛋,445,2,2023/12/31
今天这是要创近期新高度收盘，股友们加油，努力呀。,369,0,2023/12/31
今天盘中一定会冲破3500点,357,0,2023/12/31
看股票不要盯着价钱，要盯好价值，只要价值不缩水，一,402,0,2023/12/31
基金真的是脸都不要了,357,0,2023/12/31
指数上涨了，为什么股价跌下来了呢？为什么呢？,403,1,2023/12/31
疯了疯了，大盘疯了,408,0,2023/12/31
呜呜，又是指数红,351,3,2023/12/31
这个指数拉的不尴尬吗？,374,1,2023/12/31
下午跳水就好看了,390,2,2023/12/31
大盘启动跨年度大牛市，没买的全部踏空牛市,389,1,2023/12/31
连云港早晨庄家打压最低时跌3%不赶紧买入早晨收盘就会,570,3,2023/12/31
红包行情,396,0,2023/12/31
2020/12/31：早盘个股,628,0,2023/12/31
逢凶化吉，加仓，尤其之前错杀的品种，消费食品，风能,878,16,2023/12/31
周线都背离了，还在装！！！清仓,429,3,2023/12/31
又是拉白酒券商，拉指数[滴汗],351,1,2023/12/31
午后全部闷杀,556,4,2023/12/31
有没有指数涨上天，自己的股票却趴着不动的？,1222,12,2023/12/31
一群蠢货还在喊跳水呢，看看我之前分析大盘最后一天走,1997,15,2023/12/31
冲冲冲，过节三天别出什么鬼怪，进去都不知道怎么死的,365,0,2023/12/31
拉的太急了，必然会暴跌,492,1,2023/12/31
今年最后一个交易日，好好把握上车机会，不然要明年了,372,0,2023/12/31
卖飞也罢，本年度期末考试提前交卷，早盘冲高，持仓股,533,2,2023/12/31
券商在冲业绩，注意节后回调,405,2,2023/12/31
今年的最后一个交易日，开盘证劵白酒齐发力，这是要创,459,2,2023/12/31
自选里面百分之90的涨就我买的两个不涨,503,4,2023/12/31
证券保险不分家！低位天茂集团（国华人寿），拿走不谢,367,0,2023/12/31
这个位置有回撤,468,4,2023/12/31
12.29-12.30日华扬联众股票波动异常，经查为国海证券,406,0,2023/12/31
今年一年起起落落，总结下来还是资金的充足，机会来的,364,0,2023/12/31
着名股评人秒懂大盘，出来走两步。评论一下a股，a股你,433,1,2023/12/31
你赚钱了吗？,361,3,2023/12/31
通常，都觉得今天无碍。但是，不知道会不会高曹来的快,439,0,2023/12/31
昨天卖了渤海汽车和福莱特，我是人才[哭][哭][哭],517,1,2023/12/31
指数大涨股票还是绿的？真窝火,426,2,2023/12/31
中欧协议搞定，A股怎么也得上3450！,475,1,2023/12/31
冲高回落，不谢！,380,1,2023/12/31
最后一轮行情启动，虽然比我说的晚点，但还是来了，一,525,0,2023/12/31
风险来临，开始撤离,761,8,2023/12/31
最近涛哥和大家分享了6个目标股，而且也提示大家出手,464,0,2023/12/31
今天又会套很多人,362,0,2023/12/31
创业板新高 后市机会如何把握?,493,0,2023/12/31
#＃白银TD#2021年GDP增速有望8%-9%】从GDP增长的数字,510,0,2023/12/31
一会儿券商就砸盘,396,1,2023/12/31
丑陋的盘面走势,546,5,2023/12/31
天天拉指数   今天套一大批人   元旦后暴跌,421,1,2023/12/31
其实并不好看（个人观点）,529,0,2023/12/31
